,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,missing_colname 16,missing_colname 17,missing_colname 18,missing_colname 19,missing_colname 20,Rank,Value,fullname,AGE
753,Frederigo,Cribbott,Male,35,1965-03-15,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8.0,0.97,0.97,0.97,0.8245,754,754,0.646,Frederigo Cribbott,52
754,Glenda,Eliet,Female,87,1974-06-17,Quality Control Specialist,,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7.0,0.44,0.44,0.55,0.4675,755,755,0.64,Glenda Eliet,43
755,Darb,missing,Male,80,1969-06-04,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5.0,0.63,0.63,0.63,0.63,755,755,0.64,Darb missing,48
756,Cal,Van den Velde,Male,22,1996-03-18,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6.0,0.89,1.1125,1.1125,1.1125,755,755,0.64,Cal Van den Velde,21
757,Stephani,Sidsaff,Female,32,1973-09-29,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11.0,0.62,0.775,0.96875,0.8234375,755,755,0.64,Stephani Sidsaff,44
758,Meade,Bampton,Male,69,1982-04-25,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7.0,0.5,0.5,0.5,0.5,755,755,0.64,Meade Bampton,35
759,Flore,Cashen,Female,79,1978-06-21,,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4.0,0.71,0.71,0.71,0.71,760,760,0.6375,Flore Cashen,39
760,Leighton,Firbanks,Male,51,1973-12-22,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3.0,0.77,0.77,0.77,0.77,760,760,0.6375,Leighton Firbanks,44
761,Petr,Westman,Male,5,1987-11-02,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7.0,0.48,0.48,0.48,0.408,760,760,0.6375,Petr Westman,30
762,Yorgos,Dewhurst,Male,6,1950-09-09,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1.0,0.99,0.99,0.99,0.99,760,760,0.6375,Yorgos Dewhurst,67
763,Simmonds,Bapty,Male,52,2002-01-04,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12.0,0.89,0.89,1.1125,1.1125,760,760,0.6375,Simmonds Bapty,15
764,Hagen,MacCarter,Male,93,1983-02-08,,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9.0,0.93,1.1625,1.453125,1.453125,760,760,0.6375,Hagen MacCarter,34
765,Cazzie,Stanwix,Male,37,1960-10-01,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7.0,0.64,0.8,0.8,0.8,760,760,0.6375,Cazzie Stanwix,57
766,Geoff,Gwillym,Male,89,1999-02-22,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4.0,1.0,1.0,1.25,1.25,760,760,0.6375,Geoff Gwillym,18
767,Simonette,missing,Female,4,1990-04-06,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8.0,0.61,0.7625,0.7625,0.7625,760,760,0.6375,Simonette missing,27
768,Deirdre,Sturgeon,Female,11,1965-12-22,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10.0,1.05,1.3125,1.640625,1.39453125,760,760,0.6375,Deirdre Sturgeon,52
769,Andrea,Pendle,Female,86,1938-08-05,,,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6.0,0.89,1.1125,1.390625,1.390625,760,760,0.6375,Andrea Pendle,79
770,Juliann,Siemantel,Female,86,1947-12-15,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8.0,0.99,0.99,1.2375,1.051875,760,760,0.6375,Juliann Siemantel,70
771,Janaye,Eade,Female,23,1984-12-13,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,Australia,3.0,1.0,1.0,1.0,1.0,760,760,0.6375,Janaye Eade,33
772,Dylan,Stranio,Male,47,1953-04-02,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8.0,0.62,0.775,0.775,0.775,773,773,0.63,Dylan Stranio,64
773,Mel,Rochford,Female,11,1989-07-23,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9.0,0.84,1.05,1.3125,1.115625,774,774,0.626875,Mel Rochford,28
774,Elvin,Trayhorn,Male,46,1993-06-02,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,Australia,10.0,1.1,1.1,1.375,1.375,774,774,0.626875,Elvin Trayhorn,24
776,Sonni,Milligan,Female,73,1988-03-05,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9.0,0.98,1.225,1.53125,1.3015625,774,774,0.626875,Sonni Milligan,29
777,Kellina,Haygreen,Female,38,1966-01-19,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10.0,0.49,0.49,0.6125,0.6125,778,778,0.625,Kellina Haygreen,51
778,Yuma,Dennick,Male,40,1972-11-10,,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8.0,0.46,0.575,0.575,0.48875,778,778,0.625,Yuma Dennick,45
779,Ashleigh,missing,Female,46,1996-04-05,Budget/Accounting Analyst III,,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,Australia,12.0,0.61,0.7625,0.953125,0.81015625,780,780,0.62421875,Ashleigh missing,21
780,Therese,Brotherhood,Female,30,1981-07-28,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10.0,0.83,0.83,1.0375,0.881875,780,780,0.62421875,Therese Brotherhood,36
781,Pansie,Beccero,Female,35,1964-07-07,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5.0,0.93,1.1625,1.1625,1.1625,782,782,0.6205,Pansie Beccero,53
782,Reinaldos,Simmig,Male,55,1955-01-15,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10.0,1.05,1.05,1.3125,1.3125,782,782,0.6205,Reinaldos Simmig,62
783,Calhoun,Mussington,Male,98,1992-10-13,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,Australia,9.0,0.7,0.7,0.875,0.74375,782,782,0.6205,Calhoun Mussington,25
784,Winn,Wells,Male,66,1994-04-12,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,Australia,10.0,0.69,0.69,0.8625,0.8625,785,785,0.62,Winn Wells,23
785,Rafi,Brettelle,Male,89,1956-08-12,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10.0,0.64,0.64,0.8,0.8,786,786,0.61625,Rafi Brettelle,61
786,Fey,missing,Female,48,1957-09-04,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12.0,0.45,0.5625,0.703125,0.703125,786,786,0.61625,Fey missing,60
787,Verne,Loalday,Male,1,1982-03-20,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10.0,0.77,0.77,0.9625,0.9625,788,788,0.6125,Verne Loalday,35
788,Eleonora,Wiszniewski,Female,49,1980-04-23,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2.0,0.79,0.79,0.79,0.79,788,788,0.6125,Eleonora Wiszniewski,37
789,Fayre,Brannigan,Female,32,1992-10-13,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10.0,0.77,0.9625,1.203125,1.02265625,788,788,0.6125,Fayre Brannigan,25
790,Eachelle,Noirel,Female,93,1974-01-26,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6.0,0.48,0.6,0.75,0.75,791,791,0.612,Eachelle Noirel,43
791,Carl,Troyes,Male,4,1973-03-12,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10.0,0.98,0.98,1.225,1.04125,791,791,0.612,Carl Troyes,44
792,Cordie,Brankley,Female,79,1954-09-21,Librarian,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,NSW,Australia,6.0,0.95,0.95,0.95,0.95,793,793,0.6109375,Cordie Brankley,63
793,Jackie,Pays,Male,21,1955-11-09,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12.0,0.61,0.61,0.7625,0.648125,794,794,0.605625,Jackie Pays,62
794,Carroll,Schlagman,Female,61,1951-08-25,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9.0,0.97,0.97,1.2125,1.2125,795,795,0.6035,Carroll Schlagman,66
795,Frans,Idale,Male,1,1969-10-03,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2.0,0.99,0.99,0.99,0.8415,795,795,0.6035,Frans Idale,48
796,Amara,Clow,Female,47,1966-11-17,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12.0,0.9,1.125,1.40625,1.1953125,797,797,0.6,Amara Clow,51
797,Anthony,Morison,Male,7,1938-06-08,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9.0,0.4,0.4,0.5,0.425,797,797,0.6,Anthony Morison,79
798,Cherye,Stanfield,Female,0,1981-07-05,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9.0,0.44,0.44,0.55,0.55,797,797,0.6,Cherye Stanfield,36
799,Ansell,Tolhurst,Male,77,1949-08-11,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,NSW,Australia,10.0,1.05,1.05,1.3125,1.3125,797,797,0.6,Ansell Tolhurst,68
800,Erminie,Rabidge,Female,64,1982-03-09,,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,Australia,8.0,0.89,0.89,0.89,0.89,801,801,0.59765625,Erminie Rabidge,35
801,Rosene,Beckey,Female,25,1974-05-21,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11.0,0.43,0.5375,0.671875,0.57109375,801,801,0.59765625,Rosene Beckey,43
802,Darlleen,Shalcras,Female,77,1980-09-14,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10.0,0.75,0.75,0.9375,0.796875,801,801,0.59765625,Darlleen Shalcras,37
803,Bryon,Goundry,Male,79,1951-02-05,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5.0,0.91,0.91,0.91,0.7735,804,804,0.595,Bryon Goundry,66
804,Sherwin,Minocchi,Male,71,1947-07-13,Project Manager,,Mass Customer,N,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8.0,0.65,0.8125,0.8125,0.690625,804,804,0.595,Sherwin Minocchi,70
805,Luci,Dyter,Female,12,1952-05-30,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,VIC,Australia,7.0,0.82,0.82,0.82,0.82,804,804,0.595,Luci Dyter,65
806,Sloan,Pudney,Male,83,1964-11-10,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9.0,0.74,0.74,0.925,0.925,804,804,0.595,Sloan Pudney,53
807,Otes,Elegood,Male,67,1940-11-25,Programmer III,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,NSW,Australia,11.0,0.44,0.44,0.55,0.55,808,808,0.595,Otes Elegood,77
808,Davie,Blay,Male,94,1985-12-19,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,Australia,7.0,0.81,0.81,1.0125,0.860625,808,808,0.595,Davie Blay,32
809,Dorolice,Osmon,Female,46,1961-01-15,,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6.0,1.02,1.02,1.02,1.02,810,810,0.5875,Dorolice Osmon,56
810,Meade,McReedy,Female,94,1968-11-23,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10.0,0.6,0.75,0.9375,0.9375,810,810,0.5875,Meade McReedy,49
811,Rikki,Chaffey,Male,69,1945-06-11,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,QLD,Australia,1.0,0.72,0.72,0.72,0.612,810,810,0.5875,Rikki Chaffey,72
812,Adria,Van den Velde,Female,39,1978-07-10,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7.0,0.78,0.975,0.975,0.975,810,810,0.5875,Adria Van den Velde,39
813,Dmitri,missing,Male,72,1991-02-06,,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4.0,0.89,1.1125,1.1125,1.1125,810,810,0.5875,Dmitri missing,26
814,Maddalena,Hencke,Female,61,1952-12-09,Help Desk Operator,,High Net Worth,N,No,22,64037 Swallow Crossing,4170,QLD,Australia,5.0,0.61,0.61,0.61,0.61,810,810,0.5875,Maddalena Hencke,65
815,Rand,Winchcum,Male,34,2000-04-10,Software Consultant,,Affluent Customer,N,No,3,4594 Jackson Hill,2146,NSW,Australia,7.0,1.05,1.05,1.05,1.05,810,810,0.5875,Rand Winchcum,17
816,Rowen,Sollas,Male,38,1960-04-23,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8.0,1.05,1.05,1.05,0.8925,817,817,0.5865,Rowen Sollas,57
817,Boothe,Hayselden,Male,42,1940-05-18,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,NSW,Australia,10.0,0.69,0.8625,1.078125,0.91640625,817,817,0.5865,Boothe Hayselden,77
818,Noak,Sleany,Male,1,1965-05-04,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10.0,0.69,0.69,0.8625,0.8625,817,817,0.5865,Noak Sleany,52
819,Callean,Wass,Male,65,1988-12-15,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,Australia,8.0,0.62,0.62,0.62,0.62,820,820,0.584375,Callean Wass,29
820,Keelby,Sudlow,Male,96,1988-09-01,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,Australia,8.0,0.4,0.4,0.5,0.5,820,820,0.584375,Keelby Sudlow,29
821,Rodrique,Vernon,Male,70,1978-08-06,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8.0,0.95,0.95,0.95,0.95,820,820,0.584375,Rodrique Vernon,39
822,Brod,Attrey,Male,46,1966-11-05,Budget/Accounting Analyst III,,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8.0,0.88,1.1,1.1,0.935,820,820,0.584375,Brod Attrey,51
823,Manny,Mandy,Male,36,1977-01-28,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7.0,1.07,1.07,1.07,0.9095,820,820,0.584375,Manny Mandy,40
824,Becky,Lassen,Female,11,1973-05-11,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8.0,0.84,1.05,1.05,0.8925,820,820,0.584375,Becky Lassen,44
825,Tessa,Heakey,Female,43,1971-05-31,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6.0,0.61,0.61,0.61,0.5185,820,820,0.584375,Tessa Heakey,46
826,Herbert,Henryson,Male,21,1995-10-10,Marketing Manager,,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9.0,0.61,0.61,0.7625,0.648125,820,820,0.584375,Herbert Henryson,22
827,Cristie,Bence,Female,49,2000-04-17,Automation Specialist II,,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,Australia,8.0,0.42,0.42,0.42,0.42,828,828,0.58,Cristie Bence,17
828,Renate,Whyte,Female,60,1963-12-08,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7.0,0.85,1.0625,1.0625,1.0625,828,828,0.58,Renate Whyte,54
829,Toma,Woolforde,Female,67,1992-03-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12.0,0.47,0.5875,0.734375,0.62421875,830,830,0.578,Toma Woolforde,25
830,Dorie,Dunleavy,Female,24,1962-05-05,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4.0,0.46,0.46,0.46,0.46,830,830,0.578,Dorie Dunleavy,55
831,Ellie,Toope,Female,29,1973-08-11,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11.0,0.43,0.5375,0.671875,0.671875,832,832,0.575,Ellie Toope,44
832,Leonora,Swetenham,Female,66,1967-10-05,,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10.0,0.67,0.8375,1.046875,0.88984375,832,832,0.575,Leonora Swetenham,50
833,Teodor,Mullinder,Male,56,1962-08-26,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5.0,0.49,0.49,0.49,0.49,832,832,0.575,Teodor Mullinder,55
834,Jared,Fendlow,Male,79,1963-08-25,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7.0,0.64,0.64,0.64,0.544,832,832,0.575,Jared Fendlow,54
836,Andy,Deeming,Male,79,1979-01-09,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8.0,0.86,1.075,1.075,1.075,832,832,0.575,Andy Deeming,38
837,Monty,Thomazin,Male,7,1951-09-16,Quality Engineer,,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10.0,0.64,0.8,1.0,0.85,838,838,0.57375,Monty Thomazin,66
838,Briano,Janowski,Male,66,1994-07-17,Analyst Programmer,,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8.0,0.55,0.55,0.55,0.4675,838,838,0.57375,Briano Janowski,23
839,Ginger,missing,Male,94,1939-02-19,Human Resources Manager,,Mass Customer,N,No,11,160 Fremont Point,2259,NSW,Australia,8.0,0.91,0.91,1.1375,0.966875,840,840,0.57109375,Ginger missing,78
840,Logan,Colomb,Male,74,1948-01-01,Recruiter,,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8.0,1.06,1.325,1.325,1.12625,840,840,0.57109375,Logan Colomb,69
841,Nichols,Devinn,Male,47,1979-09-29,Recruiter,,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12.0,1.04,1.04,1.3,1.3,842,842,0.57,Nichols Devinn,38
842,Catha,Davitt,Female,79,1958-04-16,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7.0,0.71,0.8875,0.8875,0.8875,843,843,0.5695,Catha Davitt,59
843,Melosa,McOwan,Female,25,2001-04-17,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9.0,0.71,0.71,0.8875,0.754375,843,843,0.5695,Melosa McOwan,16
844,Maris,Leete,Female,21,1973-04-14,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4.0,0.77,0.77,0.77,0.6545,845,845,0.563125,Maris Leete,44
845,Wilburt,Padden,Male,22,1994-09-30,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5.0,0.91,0.91,0.91,0.7735,845,845,0.563125,Wilburt Padden,23
846,Rosabelle,Godsmark,Female,60,1995-10-19,Executive Secretary,,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8.0,1.02,1.275,1.275,1.08375,845,845,0.563125,Rosabelle Godsmark,22
847,Guilbert,Bearns,Male,42,1982-10-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8.0,1.1,1.375,1.375,1.16875,845,845,0.563125,Guilbert Bearns,35
848,Meridith,Urwin,Female,62,1997-03-07,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7.0,0.78,0.975,0.975,0.975,845,845,0.563125,Meridith Urwin,20
849,Leeland,missing,Male,66,1957-01-24,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4.0,0.69,0.69,0.69,0.69,845,845,0.563125,Leeland missing,60
850,Gerta,Porrett,Female,46,1959-11-13,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2.0,0.73,0.73,0.73,0.73,851,851,0.5625,Gerta Porrett,58
851,Karrah,Howell,Female,63,1956-11-07,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9.0,0.96,0.96,1.2,1.02,851,851,0.5625,Karrah Howell,61
852,Alick,Baise,Male,62,1998-08-16,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8.0,0.8,1.0,1.0,0.85,851,851,0.5625,Alick Baise,19
853,Casandra,Betteridge,Female,29,1942-09-10,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10.0,0.7,0.875,1.09375,1.09375,854,854,0.561,Casandra Betteridge,75
854,Maurine,Clee,Female,45,1980-09-13,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10.0,0.74,0.925,1.15625,1.15625,854,854,0.561,Maurine Clee,37
855,Darwin,Bumpas,Male,24,1978-12-27,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7.0,0.77,0.9625,0.9625,0.9625,856,856,0.56,Darwin Bumpas,39
856,Hayes,Daveren,Male,32,1953-03-27,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2.0,0.95,1.1875,1.1875,1.1875,856,856,0.56,Hayes Daveren,64
857,Piper,Issacov,Female,67,1939-11-08,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9.0,0.9,1.125,1.40625,1.40625,856,856,0.56,Piper Issacov,78
858,Markus,Pendrey,Male,88,1959-08-01,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10.0,0.63,0.7875,0.984375,0.984375,859,859,0.5578125,Markus Pendrey,58
859,Sile,Zappel,Female,47,1958-03-29,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6.0,0.92,0.92,0.92,0.92,859,859,0.5578125,Sile Zappel,59
860,Craggy,Happel,Male,37,1979-02-10,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6.0,0.79,0.9875,0.9875,0.9875,859,859,0.5578125,Craggy Happel,38
861,Egor,Mariette,Male,42,1980-11-26,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7.0,1.07,1.07,1.07,1.07,862,862,0.5525,Egor Mariette,37
862,Reinald,Bembrigg,Male,54,1953-08-21,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7.0,0.75,0.75,0.75,0.75,862,862,0.5525,Reinald Bembrigg,64
863,Kissie,Line,Female,2,2000-05-20,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9.0,0.68,0.85,1.0625,1.0625,862,862,0.5525,Kissie Line,17
864,Quentin,Gerleit,Female,32,1990-09-15,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8.0,0.65,0.65,0.65,0.5525,865,865,0.55,Quentin Gerleit,27
865,Karoly,Burgoine,Male,57,1947-04-06,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2.0,0.5,0.625,0.625,0.625,865,865,0.55,Karoly Burgoine,70
866,Clarine,Piecha,Female,99,1964-12-07,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10.0,0.8,0.8,1.0,1.0,865,865,0.55,Clarine Piecha,53
867,Mycah,Beaston,Male,11,1961-07-31,Environmental Specialist,,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11.0,0.6,0.75,0.9375,0.9375,865,865,0.55,Mycah Beaston,56
868,Clemmie,Bartoszewicz,Female,87,1958-07-28,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9.0,0.73,0.73,0.9125,0.775625,865,865,0.55,Clemmie Bartoszewicz,59
869,Randall,Mason,Male,95,1974-07-28,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11.0,0.66,0.825,1.03125,0.8765625,870,870,0.544,Randall Mason,43
870,Donica,Humby,Female,47,1967-06-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12.0,0.54,0.54,0.675,0.57375,871,871,0.541875,Donica Humby,50
871,Lotty,Loach,Female,76,1961-08-23,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3.0,1.07,1.3375,1.3375,1.3375,871,871,0.541875,Lotty Loach,56
872,Marie-jeanne,Breawood,Female,37,1953-10-12,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6.0,1.03,1.03,1.03,1.03,871,871,0.541875,Marie-jeanne Breawood,64
873,Babara,Sissel,Female,50,1974-06-08,,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10.0,0.47,0.5875,0.734375,0.62421875,871,871,0.541875,Babara Sissel,43
874,Rodolphe,Glenton,Male,88,1974-09-28,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7.0,0.59,0.59,0.7375,0.7375,871,871,0.541875,Rodolphe Glenton,43
875,Thorvald,Duckerin,Male,58,1995-10-20,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8.0,0.92,1.15,1.15,1.15,871,871,0.541875,Thorvald Duckerin,22
876,Paulina,Iannuzzelli,Female,57,1956-03-08,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11.0,1.04,1.04,1.3,1.105,877,877,0.54,Paulina Iannuzzelli,61
